Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201283182409236,1.6933497726063989,1.6032957520223263,1.6916664838790894,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127069779419912,1.716073394607065,1.6706257262015356,1.683250069618225,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832498173402146,1.6874578776726805,1.6580011342909962,1.6748335361480713,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.6664176722436537,1.6664176722436537,1.5780470989152977,1.6075040102005005,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.6159204280113413,1.6622097492218018,1.6032959217473381,1.6622097492218018,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.656318848774789,1.6706264873059105,1.6411695655621537,1.6580021381378174,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706258231992253,1.6706258231992253,1.6159202248658353,1.628544569015503,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.624336267719021,1.653793176310244,1.6058205745749103,1.6411688327789307,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.6327525502489757,1.6580013978388402,1.6066622188806294,1.6411688327789307,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544664998102,1.6293863093946503,1.5990877532279262,1.611712098121643,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159202935001657,1.636960921485703,1.6075040102005005,1.6075040102005005,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032955503078616,1.6453768000327633,1.5974042010307319,1.6302276849746704,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.6369615026818922,1.667259908579854,1.6344365686373499,1.6580021381378174,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495855479080128,1.6537936100129238,1.6125539913811335,1.6201286315917969,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.6192866417263654,1.6352775632638086,1.6159202248658353,1.628544569015503,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285447366630348,1.7337478829522843,1.6285447366630348,1.7185986042022705,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084989468425034,1.7674127700552464,1.7084989468425034,1.7589964866638184,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580316658775,1.8010778597508532,1.7463722549541285,1.781720519065857,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674129227903501,1.8431591588044829,1.7674129227903501,1.784245491027832,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.7842451742935832,1.8094938616404614,1.737955700121321,1.7690958976745605,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690965478015337,1.7842458299877806,1.753947265615287,1.7674132585525513,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674125169025294,1.7758287990884638,1.6748337339117128,1.7127069234848022,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.7169154060342862,1.7169154060342862,1.6032959699342906,1.62433660030365,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369609536080432,1.6411690150768252,1.5654227849479614,1.5738390684127808,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612142590031939,1.5612142590031939,1.4307624525412086,1.5166082382202148,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166086734752753,1.6201285362243654,1.5166086734752753,1.578047275543213,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780472777019672,1.6487438085851969,1.5578482918106544,1.62433660030365,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.6411693170705097,1.6672596561378372,1.614237333449103,1.6596850156784058,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832503617566472,1.691666645670883,1.6647346655671391,1.6815670728683472,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815668944096953,1.7674126922753215,1.6748339000983077,1.7337477207183838,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253318308478314,1.7337481157866923,1.691666851619672,1.7000831365585327,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.6874585667222202,1.6874585667222202,1.5990879794378798,1.6032960414886475,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.599087800765559,1.599087800765559,1.5443821975816627,1.5687892436981201,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.569630476209622,1.582254818165694,1.551956429576565,1.5654224157333374,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612144948372904,1.6032957497981581,1.5612144948372904,1.5948796272277832,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948795783682417,1.6327526103564236,1.556164741516113,1.5561647415161133,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654224955140543,1.5654224955140543,1.495567628567985,1.5401736497879028,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317577447864816,1.615920254708217,1.5317577447864816,1.5948796272277832,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.590671128415383,1.6032954705997868,1.5780467862309793,1.592354416847229,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.591512973676062,1.591512973676062,1.5570063591003418,1.5570063591003418,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696305283775733,1.5696305283775733,1.5199746425764153,1.5359655618667603,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.531757788536328,1.5628978282015284,1.530916144149802,1.5620561838150024,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.5780475578810038,1.6159207634810675,1.5780475578810038,1.599088191986084,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.6201284890832932,1.704291007996711,1.6201284890832932,1.6672594547271729,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.667259454727173,1.6958747239999163,1.6613681040875963,1.6672594547271729,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672592642684874,1.7127070963431057,1.6672592642684874,1.7059741020202637,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958744130349146,1.6958744130349146,1.667259149009226,1.683250069618225,772800,0.0,0.0
2002-04-23 00:00:00-04:00,1.6790419297223194,1.7042906153687427,1.641168740725456,1.6453768014907837,824800,0.0,0.0
2002-04-24 00:00:00-04:00,1.6428522018097336,1.6504268404047557,1.6327526301739554,1.633594274520874,1064800,0.0,0.0
2002-04-25 00:00:00-04:00,1.633594659109577,1.633594659109577,1.6133956716099234,1.6327530145645142,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.624336693696708,1.6479022588551366,1.620128631591797,1.6201286315917969,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117122893442555,1.6117122893442555,1.5822553740791454,1.5906716585159302,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.5780473481294865,1.6243366727970405,1.573839286078719,1.6032960414886475,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.6243366878665166,1.7253317832946775,1.6243366878665166,1.7253317832946777,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169152568001802,1.7665711529979649,1.7169152568001802,1.7531051635742188,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505799531936646,1.7514215974652998,1.7303809722561103,1.7505799531936646,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497389873335185,1.9012314694672328,1.7497389873335185,1.8305349349975586,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.822118243281894,1.8515751528185467,1.80528583820898,1.809493899345398,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263264208488221,1.8936563605692787,1.8263264208488221,1.885240077972412,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.8936566708661726,1.9525704981706928,1.8936566708661726,1.9231135845184326,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357375181710412,1.9719274191951175,1.851575017380996,1.856624722480774,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.8574665026204287,1.8574665026204287,1.754788301935753,1.809493899345398,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.851575018408666,1.8852399866379228,1.7505799531936646,1.7505799531936646,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.7421638450158938,1.7674125312514504,1.6706256866455078,1.6706256866455078,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706258388514081,1.74216400373943,1.6706258388514081,1.7337477207183838,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.746372370837097,1.80949426375892,1.746372370837097,1.7867703437805176,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.786770261645358,1.8094941805791755,1.7758292046738537,1.7993946075439453,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.9020731200303198,1.906281182120127,1.7211237212048704,1.7253317832946777,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.7219652247971682,1.8094943299013027,1.708499233323806,1.7884536981582642,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.7884535431979998,1.9104892609447701,1.7884535431979998,1.8860820531845093,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801902295132513,1.994651278852987,1.8801902295132513,1.9744521379470825,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820265836013136,2.0443069677264494,1.9609859610130735,2.03757381439209,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.0375745273013885,2.0375745273013885,1.9778192152965803,1.986235499382019,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.986235291256808,1.986235291256808,1.9483620971044626,1.9576200246810913,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.9576201293958968,2.0451490620239547,1.9576201293958968,2.03589129447937,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358915855365103,2.0358915855365103,1.9475208353293467,1.9567787647247314,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.953411787811231,2.0114839648896825,1.927321454555158,1.9719276428222656,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.977819396603492,1.9929686772405648,1.9449960622413558,1.9567787647247314,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.9567787647247317,1.9904437436252922,1.951729058021468,1.9567787647247314,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.9357377023804876,1.9559366852290143,1.898706153561232,1.9315296411514282,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.931529807882321,1.9609865600829532,1.876824044018839,1.893656611442566,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.903756114202374,1.9146971702575684,1.8953398307990879,1.9146971702575684,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.8944980048816893,1.8953396491941,1.8364258315432713,1.885240077972412,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.885240179191571,1.9441540000055018,1.859991490572599,1.9323711395263672,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306881361060164,1.9306881361060164,1.796869724617723,1.8944982290267944,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.9020728216483416,1.9736109896436798,1.9020728216483416,1.9374210834503174,936800,0.0,0.0
2002-06-18 00:00:00-04:00,1.9374209815952326,1.9483620370535544,1.876823872819157,1.8953397274017334,260000,0.0,0.0
2002-06-19 00:00:00-04:00,1.8936564740927322,1.9483620734610725,1.8936564740927322,1.9357377290725708,905600,0.0,0.0
2002-06-20 00:00:00-04:00,1.9239553033142442,1.9239553033142442,1.8339014305042198,1.8431591987609863,509600,0.0,0.0
2002-06-21 00:00:00-04:00,1.8305351606437137,1.8305351606437137,1.7589969728349366,1.7674132585525513,1016000,0.0,0.0
2002-06-24 00:00:00-04:00,1.7674127471675594,1.7674127471675594,1.674833952115237,1.7270147800445557,1092800,0.0,0.0
2002-06-25 00:00:00-04:00,1.7270149096888634,1.7497388280991213,1.6815670728683472,1.6815670728683472,829600,0.0,0.0
2002-06-26 00:00:00-04:00,1.6622095709542721,1.6622095709542721,1.5452237335317796,1.5948796272277832,2882400,0.0,0.0
2002-06-27 00:00:00-04:00,1.6075038485908522,1.683250069618225,1.591512927981853,1.683250069618225,1632000,0.0,0.0
2002-06-28 00:00:00-04:00,1.6790422323251948,1.7943447875585812,1.668942659930108,1.7665711641311646,3480000,0.0,0.0
2002-07-01 00:00:00-04:00,1.758996389924911,1.7665710285078913,1.653793254636014,1.6613678932189941,1088000,0.0,0.0
2002-07-02 00:00:00-04:00,1.6605266050416467,1.6605266050416467,1.5039844153133828,1.578889012336731,1637600,0.0,0.0
2002-07-03 00:00:00-04:00,1.5738389244907012,1.6075038947441795,1.451803226728697,1.5570063591003418,2226400,0.0,0.0
2002-07-05 00:00:00-04:00,1.5654229497869572,1.6378026099405676,1.5654229497869572,1.5999295711517334,455200,0.0,0.0
2002-07-08 00:00:00-04:00,1.6075041433517336,1.712707291993506,1.5965629259977208,1.6672594547271729,1433600,0.0,0.0
2002-07-09 00:00:00-04:00,1.6580013978388402,1.7194399874112067,1.619286562411943,1.6411688327789307,2162400,0.0,0.0
2002-07-10 00:00:00-04:00,1.6411689948074424,1.6916665344454296,1.5948796771135183,1.6159203052520752,2144000,0.0,0.0
2002-07-11 00:00:00-04:00,1.6032957006679742,1.60666227801476,1.4938845053333318,1.5511150360107422,2443200,0.0,0.0
2002-07-12 00:00:00-04:00,1.5511150965414429,1.5511150965414429,1.4787352860334344,1.4888348579406738,1052800,0.0,0.0
2002-07-15 00:00:00-04:00,1.4871514538216704,1.4871514538216704,1.329767580791217,1.405513882637024,1300000,0.0,0.0
2002-07-16 00:00:00-04:00,1.3844734203391522,1.4198216826613892,1.3541748639123043,1.3625911474227905,1246400,0.0,0.0
